,tour_id,survey_tour_id,person_id,household_id,tour_type,tour_category,destination,origin,tour_mode,survey_parent_tour_id,parent_tour_id,composition,tdd,atwork_subtour_frequency,stop_frequency,ptype,age,sex,alternatives_id
739,58478538,584785380,1426305,702937,shopping,non_mandatory,5.0,21.0,TNC_SINGLE,,,,145,,0out_1in,5,72,1,2
740,58478530,584785300,1426305,702937,other,non_mandatory,21.0,21.0,WALK,,,,168,,0out_0in,5,72,1,2
741,58478571,584785710,1426306,702937,other,non_mandatory,9.0,21.0,WALK_LOC,,,,147,,0out_0in,5,72,1,9
742,58482228,584822280,1426395,702982,shopping,non_mandatory,2.0,21.0,WALK,,,,87,,1out_0in,5,75,1,7
744,58482261,584822610,1426396,702982,other,non_mandatory,16.0,21.0,WALK,,,,138,,0out_0in,5,78,2,64
746,58487058,584870580,1426513,703041,other,non_mandatory,16.0,21.0,WALK,,,,174,,0out_0in,5,69,2,64
747,58487107,584871070,1426514,703041,shopping,non_mandatory,5.0,21.0,WALK,,,,60,,0out_0in,5,71,2,17
748,58487108,584871080,1426514,703041,shopping,non_mandatory,19.0,21.0,DRIVEALONEFREE,,,,147,,1out_0in,5,71,2,17
749,58489280,584892800,1426567,703068,shopping,non_mandatory,11.0,21.0,WALK_LOC,,,,58,,0out_0in,5,76,2,21
750,58489283,584892830,1426567,703068,social,non_mandatory,9.0,21.0,WALK,,,,133,,0out_0in,5,76,2,21
751,58489969,584899690,1426584,703076,other,non_mandatory,17.0,21.0,WALK_LRF,,,,116,,0out_0in,3,32,2,9
752,58492153,584921530,1426637,703103,social,non_mandatory,16.0,21.0,WALK,,,,113,,0out_0in,5,85,1,13
753,58492642,584926420,1426649,703109,shopping,non_mandatory,5.0,21.0,DRIVEALONEFREE,,,,170,,0out_1in,3,81,1,42
754,58492615,584926150,1426649,703109,eatout,non_mandatory,4.0,21.0,WALK,,,,115,,0out_0in,3,81,1,42
755,58493353,584933530,1426667,703118,eatout,non_mandatory,8.0,21.0,WALK_LOC,,,,100,,0out_0in,5,73,1,3
756,58493416,584934160,1426668,703118,medical,non_mandatory,9.0,21.0,WALK_LOC,,,,57,,0out_0in,5,67,2,14
757,58493417,584934170,1426668,703118,medical,non_mandatory,17.0,21.0,WALK_LRF,,,,126,,0out_1in,5,67,2,14
758,58494766,584947660,1426701,703135,other,non_mandatory,9.0,21.0,WALK,,,,87,,1out_0in,5,65,2,9
759,58494810,584948100,1426702,703135,medical,non_mandatory,13.0,21.0,BIKE,,,,74,,0out_0in,4,62,1,1
760,58496819,584968190,1426751,703160,medical,non_mandatory,14.0,21.0,WALK_LOC,,,,85,,0out_0in,5,78,1,1
761,58496860,584968600,1426752,703160,medical,non_mandatory,9.0,21.0,WALK_LOC,,,,41,,0out_0in,5,73,2,1
762,58500760,585007600,1426847,703208,shopping,non_mandatory,5.0,22.0,WALK,,,,89,,0out_0in,5,74,1,7
763,58500796,585007960,1426848,703208,medical,non_mandatory,21.0,22.0,WALK,,,,43,,0out_2in,4,60,2,1
764,58513429,585134290,1427156,703362,shopping,non_mandatory,16.0,25.0,WALK_LOC,,,,149,,0out_1in,5,70,2,7
765,58513719,585137190,1427163,703366,social,non_mandatory,9.0,25.0,BIKE,,,,122,,0out_0in,5,81,1,13
766,58513757,585137570,1427164,703366,shopping,non_mandatory,5.0,25.0,WALK_LOC,,,,61,,0out_0in,5,78,2,7
767,58514946,585149460,1427193,703381,shopping,non_mandatory,14.0,25.0,WALK,,,,130,,0out_0in,5,65,1,7
768,58514982,585149820,1427194,703381,medical,non_mandatory,14.0,25.0,WALK,,,,43,,0out_0in,5,69,2,11
769,58514990,585149900,1427194,703381,social,non_mandatory,2.0,25.0,WALK,,,,160,,1out_3in,5,69,2,11
770,59761059,597610590,1457586,718577,shopping,non_mandatory,19.0,21.0,WALK,,,,117,,0out_0in,5,77,2,17
771,59761060,597610600,1457586,718577,shopping,non_mandatory,5.0,21.0,DRIVEALONEFREE,,,,162,,1out_0in,5,77,2,17
772,59761114,597611140,1457588,718578,eatout,non_mandatory,11.0,21.0,WALK,,,,75,,0out_0in,5,77,2,3
773,60521732,605217320,1476139,727854,shopping,non_mandatory,5.0,7.0,TNC_SINGLE,,,,138,,0out_0in,2,70,1,7
774,60521773,605217730,1476140,727854,shopping,non_mandatory,5.0,7.0,WALK_LOC,,,,114,,0out_0in,4,61,2,7
775,60537315,605373150,1476519,728044,social,non_mandatory,4.0,10.0,WALK_LRF,,,,80,,1out_0in,2,66,1,13
776,60539499,605394990,1476573,728071,eatout,non_mandatory,11.0,11.0,WALK,,,,169,,0out_0in,1,66,1,3
777,60539567,605395670,1476574,728071,shopping,non_mandatory,11.0,11.0,WALK,,,,147,,0out_0in,4,61,2,21
778,60539570,605395700,1476574,728071,social,non_mandatory,5.0,11.0,WALK,,,,5,,0out_0in,4,61,2,21
779,60543831,605438310,1476678,728123,shopping,non_mandatory,11.0,11.0,WALK,,,,59,,1out_0in,4,61,2,7
780,60549689,605496890,1476821,728195,medical,non_mandatory,23.0,16.0,WALK_LRF,,,,102,,0out_0in,2,70,1,25
781,60549667,605496670,1476821,728195,eatout,non_mandatory,16.0,16.0,WALK,,,,148,,0out_0in,2,70,1,25
782,60551143,605511430,1476857,728213,eatout,non_mandatory,14.0,16.0,WALK,,,,150,,0out_1in,1,66,1,26
783,60551173,605511730,1476857,728213,social,non_mandatory,22.0,16.0,WALK,,,,124,,0out_0in,1,66,1,26
784,60553786,605537860,1476921,728245,other,non_mandatory,9.0,17.0,BIKE,,,,106,,0out_0in,2,70,1,9
785,60553835,605538350,1476922,728245,shopping,non_mandatory,16.0,17.0,WALK,,,,136,,1out_0in,4,61,2,7
786,60556577,605565770,1476989,728279,medical,non_mandatory,14.0,20.0,WALK_LOC,,,,88,,0out_0in,2,66,1,1
787,60556615,605566150,1476990,728279,other,non_mandatory,9.0,20.0,WALK,,,,169,,0out_0in,4,64,2,9
788,60559529,605595290,1477061,728315,medical,non_mandatory,5.0,20.0,BIKE,,,,113,,0out_0in,2,70,1,1
789,60559575,605595750,1477062,728315,shopping,non_mandatory,5.0,20.0,WALK,,,,63,,0out_0in,4,61,2,7
790,60559616,605596160,1477063,728316,shopping,non_mandatory,5.0,20.0,WALK_LOC,,,,145,,0out_0in,5,69,2,7
791,60566750,605667500,1477237,728403,shopping,non_mandatory,18.0,21.0,TNC_SINGLE,,,,71,,0out_0in,2,70,1,42
792,60566723,605667230,1477237,728403,eatout,non_mandatory,5.0,21.0,WALK,,,,136,,0out_0in,2,70,1,42
793,60566783,605667830,1477238,728403,other,non_mandatory,1.0,21.0,WALK,,,,99,,0out_1in,4,61,2,9
794,60568300,605683000,1477275,728422,other,non_mandatory,21.0,21.0,WALK,,,,137,,0out_0in,1,76,1,9
795,60570112,605701120,1477319,728444,shopping,non_mandatory,19.0,21.0,DRIVEALONEFREE,,,,121,,1out_1in,5,69,2,17
796,60570113,605701130,1477319,728444,shopping,non_mandatory,16.0,21.0,SHARED3FREE,,,,184,,0out_2in,5,69,2,17
797,60572116,605721160,1477368,728468,medical,non_mandatory,8.0,21.0,WALK,,,,55,,0out_0in,1,46,2,1
798,60576429,605764290,1477473,728521,social,non_mandatory,5.0,21.0,WALK,,,,172,,0out_0in,2,66,1,13
799,60577656,605776560,1477503,728536,shopping,non_mandatory,20.0,23.0,SHARED2FREE,,,,124,,0out_1in,5,79,2,7
802,62697635,626976350,1529210,747630,other,non_mandatory,9.0,8.0,WALK,,,,151,,0out_0in,5,74,1,75
803,64479052,644790520,1572659,763879,shopping,non_mandatory,24.0,6.0,WALK,,,,50,,2out_2in,4,60,1,7
804,64479872,644798720,1572679,763899,shopping,non_mandatory,15.0,6.0,WALK,,,,45,,0out_0in,4,60,1,42
805,64479845,644798450,1572679,763899,eatout,non_mandatory,16.0,6.0,WALK,,,,172,,0out_0in,4,60,1,42
806,64480479,644804790,1572694,763914,other,non_mandatory,8.0,6.0,WALK,,,,99,,0out_0in,3,26,1,9
807,64482119,644821190,1572734,763954,other,non_mandatory,10.0,7.0,WALK,,,,55,,0out_0in,4,58,1,9
808,64482387,644823870,1572741,763961,eatout,non_mandatory,7.0,7.0,WALK,,,,61,,0out_0in,4,29,1,26
809,64482417,644824170,1572741,763961,social,non_mandatory,4.0,7.0,WALK,,,,172,,0out_0in,4,29,1,26
810,64483480,644834800,1572767,763987,shopping,non_mandatory,5.0,7.0,WALK,,,,55,,0out_0in,4,52,1,50
811,64483475,644834750,1572767,763987,medical,non_mandatory,7.0,7.0,WALK,,,,75,,1out_3in,4,52,1,50
812,64483472,644834720,1572767,763987,other,non_mandatory,6.0,7.0,WALK,,,,159,,0out_0in,4,52,1,50
813,64483473,644834730,1572767,763987,other,non_mandatory,7.0,7.0,WALK,,,,184,,0out_0in,4,52,1,50
814,64483740,644837400,1572774,763994,eatout,non_mandatory,12.0,8.0,WALK,,,,77,,0out_0in,4,29,1,3
816,64487908,644879080,1572875,764095,shopping,non_mandatory,14.0,8.0,DRIVEALONEFREE,,,,162,,0out_0in,3,43,2,59
817,64487900,644879000,1572875,764095,other,non_mandatory,7.0,8.0,WALK_LOC,,,,170,,0out_0in,3,43,2,59
818,64490073,644900730,1572928,764148,other,non_mandatory,11.0,9.0,WALK,,,,61,,0out_1in,4,27,1,9
819,64490163,644901630,1572930,764150,shopping,non_mandatory,7.0,9.0,WALK,,,,104,,0out_0in,4,52,1,5
820,64490158,644901580,1572930,764150,medical,non_mandatory,9.0,9.0,WALK,,,,57,,1out_0in,4,52,1,5
821,64497420,644974200,1573107,764327,shopping,non_mandatory,16.0,17.0,WALK,,,,102,,0out_0in,4,44,1,21
822,64497423,644974230,1573107,764327,social,non_mandatory,6.0,17.0,WALK_LOC,,,,169,,0out_1in,4,44,1,21
823,66873452,668734520,1631059,822279,shopping,non_mandatory,3.0,7.0,WALK,,,,103,,0out_0in,2,61,2,42
824,66873425,668734250,1631059,822279,eatout,non_mandatory,8.0,7.0,WALK,,,,57,,0out_0in,2,61,2,42
825,66890667,668906670,1631479,822699,medical,non_mandatory,16.0,9.0,WALK_LRF,,,,19,,0out_0in,1,30,1,1
826,66901537,669015370,1631744,822964,shopping,non_mandatory,3.0,9.0,WALK,,,,170,,0out_0in,2,49,2,7
827,66903259,669032590,1631786,823006,shopping,non_mandatory,13.0,9.0,DRIVEALONEFREE,,,,185,,0out_0in,1,31,2,42
828,66903232,669032320,1631786,823006,eatout,non_mandatory,13.0,9.0,SHARED3FREE,,,,180,,0out_0in,1,31,2,42
829,66905260,669052600,1631835,823055,other,non_mandatory,9.0,9.0,WALK,,,,156,,0out_0in,1,48,1,52
830,66905261,669052610,1631835,823055,other,non_mandatory,21.0,9.0,WALK,,,,186,,0out_0in,1,48,1,52
831,66905262,669052620,1631835,823055,other,non_mandatory,1.0,9.0,WALK_LRF,,,,189,,0out_0in,1,48,1,52
832,66917437,669174370,1632132,823352,other,non_mandatory,9.0,11.0,TNC_SINGLE,,,,86,,0out_0in,1,32,2,9
833,66917481,669174810,1632133,823353,medical,non_mandatory,6.0,11.0,DRIVEALONEFREE,,,,184,,1out_2in,2,49,1,1
834,66919372,669193720,1632179,823399,shopping,non_mandatory,11.0,11.0,WALK,,,,163,,1out_0in,1,57,1,41
835,66919367,669193670,1632179,823399,medical,non_mandatory,5.0,11.0,WALK_LOC,,,,76,,0out_0in,1,57,1,41
836,66919345,669193450,1632179,823399,eatout,non_mandatory,11.0,11.0,WALK,,,,184,,0out_0in,1,57,1,41
837,66921373,669213730,1632228,823448,other,non_mandatory,9.0,11.0,WALK,,,,181,,0out_0in,1,55,1,9
838,66927039,669270390,1632366,823586,shopping,non_mandatory,13.0,12.0,WALK,,,,181,,0out_1in,1,42,1,43
839,66927031,669270310,1632366,823586,other,non_mandatory,5.0,12.0,WALK,,,,19,,0out_0in,1,42,1,43
840,66927032,669270320,1632366,823586,other,non_mandatory,13.0,12.0,WALK,,,,175,,0out_0in,1,42,1,43
841,66943357,669433570,1632764,823984,shopping,non_mandatory,25.0,17.0,WALK_LRF,,,,170,,0out_0in,1,28,1,7
842,66949991,669499910,1632926,824146,other,non_mandatory,7.0,18.0,WALK,,,,61,,0out_0in,1,40,1,30
843,66949972,669499720,1632926,824146,eatout,non_mandatory,7.0,18.0,WALK,,,,172,,0out_0in,1,40,1,30
844,66951754,669517540,1632969,824189,other,non_mandatory,9.0,18.0,WALK_LOC,,,,116,,0out_0in,1,52,1,30
845,66951735,669517350,1632969,824189,eatout,non_mandatory,9.0,18.0,WALK,,,,172,,1out_2in,1,52,1,30
846,66957046,669570460,1633098,824318,medical,non_mandatory,24.0,20.0,SHARED2FREE,,,,113,,0out_0in,1,52,1,1
847,66959115,669591150,1633149,824369,eatout,non_mandatory,13.0,21.0,WALK,,,,60,,0out_0in,1,34,2,3
848,66960167,669601670,1633174,824394,shopping,non_mandatory,16.0,21.0,WALK,,,,172,,0out_0in,1,28,1,2
849,66960159,669601590,1633174,824394,other,non_mandatory,20.0,21.0,SHARED3FREE,,,,37,,0out_0in,1,28,1,2
850,66961807,669618070,1633214,824434,shopping,non_mandatory,19.0,22.0,TNC_SINGLE,,,,114,,0out_0in,1,59,1,28
851,66961808,669618080,1633214,824434,shopping,non_mandatory,18.0,22.0,WALK_LRF,,,,136,,1out_0in,1,59,1,28
852,66961802,669618020,1633214,824434,medical,non_mandatory,21.0,22.0,TNC_SINGLE,,,,157,,0out_0in,1,59,1,28
853,66964344,669643440,1633276,824496,medical,non_mandatory,23.0,23.0,WALK,,,,39,,0out_0in,1,28,2,1
854,70622987,706229870,1722511,906270,social,non_mandatory,11.0,8.0,WALK,,,,104,,0out_0in,4,39,2,27
855,70622988,706229880,1722511,906270,social,non_mandatory,16.0,8.0,WALK,,,,164,,0out_0in,4,39,2,27
856,70623017,706230170,1722512,906270,other,non_mandatory,20.0,8.0,WALK,,,,62,,0out_0in,5,80,1,9
857,70625603,706256030,1722575,906302,medical,non_mandatory,11.0,8.0,WALK,,,,93,,0out_0in,4,39,2,1
859,70628396,706283960,1722643,906336,shopping,non_mandatory,12.0,9.0,WALK,,,,120,,0out_0in,4,24,1,7
860,70628437,706284370,1722644,906336,shopping,non_mandatory,11.0,9.0,WALK,,,,64,,0out_1in,4,22,2,42
861,70628410,706284100,1722644,906336,eatout,non_mandatory,21.0,9.0,WALK,,,,181,,0out_0in,4,22,2,42
862,72745103,727451030,1774270,932149,shopping,non_mandatory,5.0,7.0,DRIVEALONEFREE,,,,155,,0out_1in,4,30,1,7
863,72751166,727511660,1774418,932223,medical,non_mandatory,17.0,8.0,WALK_LRF,,,,74,,0out_0in,4,40,1,1
864,72751253,727512530,1774420,932224,shopping,non_mandatory,19.0,8.0,BIKE,,,,115,,2out_0in,4,45,2,7
867,72754036,727540360,1774488,932258,medical,non_mandatory,10.0,9.0,WALK,,,,42,,0out_0in,3,39,2,78
868,72756788,727567880,1774555,932292,shopping,non_mandatory,11.0,9.0,DRIVEALONEFREE,,,,136,,0out_0in,4,52,1,7
869,72756829,727568290,1774556,932292,shopping,non_mandatory,11.0,9.0,DRIVEALONEFREE,,,,88,,0out_0in,2,55,1,7
870,72760191,727601910,1774638,932333,shopping,non_mandatory,24.0,10.0,WALK_HVY,,,,103,,1out_1in,4,40,2,21
871,72760194,727601940,1774638,932333,social,non_mandatory,8.0,10.0,WALK,,,,169,,0out_0in,4,40,2,21
872,72762479,727624790,1774694,932361,other,non_mandatory,24.0,11.0,WALK,,,,91,,0out_0in,4,45,2,9
873,72765726,727657260,1774773,932401,shopping,non_mandatory,16.0,13.0,SHARED2FREE,,,,169,,0out_0in,1,35,1,7
874,72770072,727700720,1774879,932454,shopping,non_mandatory,12.0,24.0,WALK,,,,145,,0out_0in,4,35,2,17
875,72770073,727700730,1774879,932454,shopping,non_mandatory,11.0,24.0,WALK_LOC,,,,169,,0out_0in,4,35,2,17
876,76866300,768663000,1874787,982408,shopping,non_mandatory,7.0,6.0,WALK_LOC,,,,162,,1out_0in,3,23,1,42
877,76866273,768662730,1874787,982408,eatout,non_mandatory,8.0,6.0,WALK,,,,146,,0out_0in,3,23,1,42
878,76876258,768762580,1875030,982529,medical,non_mandatory,21.0,8.0,WALK,,,,102,,0out_0in,1,27,1,1
879,76879092,768790920,1875099,982564,shopping,non_mandatory,18.0,8.0,TNC_SINGLE,,,,54,,0out_0in,2,29,2,17
880,76879093,768790930,1875099,982564,shopping,non_mandatory,8.0,8.0,TAXI,,,,181,,0out_0in,2,29,2,17
881,76879825,768798250,1875117,982573,medical,non_mandatory,21.0,8.0,WALK_LOC,,,,172,,0out_0in,2,46,2,1
882,76879874,768798740,1875118,982573,social,non_mandatory,11.0,8.0,WALK,,,,108,,1out_0in,2,53,1,13
883,76882118,768821180,1875173,982601,other,non_mandatory,9.0,9.0,WALK,,,,88,,0out_0in,2,28,1,9
884,76882162,768821620,1875174,982601,medical,non_mandatory,2.0,9.0,WALK_LRF,,,,176,,0out_0in,1,27,1,1
885,76888741,768887410,1875335,982682,eatout,non_mandatory,13.0,11.0,WALK,,,,40,,0out_0in,1,47,1,3
886,76888801,768888010,1875336,982682,other,non_mandatory,13.0,11.0,WALK_LOC,,,,60,,0out_0in,1,37,1,9
887,76895648,768956480,1875503,982766,other,non_mandatory,14.0,15.0,WALK,,,,101,,0out_0in,1,45,1,9
888,76900535,769005350,1875622,982825,shopping,non_mandatory,13.0,16.0,WALK_LOC,,,,180,,0out_0in,1,27,1,7
889,76904608,769046080,1875722,982875,eatout,non_mandatory,14.0,16.0,WALK,,,,92,,1out_0in,3,25,2,3
891,76905775,769057750,1875750,982889,other,non_mandatory,20.0,16.0,WALK_LOC,,,,169,,0out_0in,2,26,2,64
892,76906357,769063570,1875764,982896,shopping,non_mandatory,19.0,16.0,WALK_LOC,,,,85,,0out_0in,2,37,1,7
893,76906890,769068900,1875777,982903,shopping,non_mandatory,5.0,16.0,WALK,,,,61,,0out_0in,1,25,1,7
894,76906934,769069340,1875778,982903,social,non_mandatory,12.0,16.0,WALK,,,,173,,0out_0in,1,23,2,13
899,76912007,769120070,1875902,982965,other,non_mandatory,5.0,17.0,WALK,,,,104,,2out_0in,2,26,2,75
900,76913696,769136960,1875943,982986,shopping,non_mandatory,19.0,17.0,WALK,,,,112,,0out_0in,3,25,2,41
901,76913691,769136910,1875943,982986,medical,non_mandatory,12.0,17.0,WALK_LRF,,,,145,,1out_0in,3,25,2,41
902,76913669,769136690,1875943,982986,eatout,non_mandatory,1.0,17.0,WALK_LRF,,,,135,,0out_1in,3,25,2,41
903,76926420,769264200,1876254,983141,eatout,non_mandatory,9.0,19.0,WALK,,,,186,,0out_0in,1,23,2,3
904,76927639,769276390,1876283,983156,social,non_mandatory,21.0,20.0,SHARED3FREE,,,,37,,0out_0in,1,35,2,13
906,76928325,769283250,1876300,983164,other,non_mandatory,7.0,20.0,WALK,,,,167,,0out_0in,1,23,1,9
907,76929230,769292300,1876322,983175,medical,non_mandatory,5.0,21.0,WALK,,,,55,,0out_0in,2,26,2,1
908,76932261,769322610,1876396,983212,other,non_mandatory,17.0,21.0,WALK,,,,135,,0out_3in,2,27,1,9
909,76932734,769327340,1876408,983218,eatout,non_mandatory,14.0,21.0,WALK,,,,172,,1out_0in,2,26,2,3
910,76933420,769334200,1876424,983226,social,non_mandatory,10.0,21.0,SHARED3FREE,,,,78,,1out_0in,3,25,2,13
911,76934150,769341500,1876442,983235,medical,non_mandatory,17.0,22.0,WALK_LRF,,,,115,,0out_0in,1,33,1,10
912,76934147,769341470,1876442,983235,other,non_mandatory,10.0,22.0,WALK_LRF,,,,155,,0out_0in,1,33,1,10
913,80301518,803015180,1958573,1024301,other,non_mandatory,12.0,8.0,WALK,,,,108,,0out_0in,4,40,2,9
916,80303658,803036580,1958625,1024327,shopping,non_mandatory,11.0,8.0,WALK,,,,71,,0out_0in,4,33,2,59
917,80303650,803036500,1958625,1024327,other,non_mandatory,6.0,8.0,WALK,,,,147,,0out_0in,4,33,2,59
918,80303732,803037320,1958627,1024328,other,non_mandatory,9.0,8.0,TNC_SINGLE,,,,114,,0out_0in,4,33,2,9
919,80304060,803040600,1958635,1024332,other,non_mandatory,10.0,8.0,WALK,,,,74,,0out_0in,4,39,2,9
920,80304806,803048060,1958653,1024341,shopping,non_mandatory,11.0,9.0,WALK,,,,147,,0out_0in,4,53,2,7
921,80305793,803057930,1958677,1024353,social,non_mandatory,14.0,9.0,WALK_LRF,,,,86,,0out_0in,4,40,2,13
922,80376802,803768020,1960409,1025219,shopping,non_mandatory,14.0,5.0,WALK,,,,19,,0out_0in,1,56,1,29
923,80376803,803768030,1960409,1025219,shopping,non_mandatory,6.0,5.0,TNC_SINGLE,,,,175,,1out_0in,1,56,1,29
924,80376794,803767940,1960409,1025219,other,non_mandatory,9.0,5.0,WALK,,,,169,,0out_0in,1,56,1,29
925,81162026,811620260,1979561,1034795,other,non_mandatory,16.0,7.0,WALK,,,,169,,0out_0in,1,24,2,9
926,81162600,811626000,1979575,1034802,other,non_mandatory,22.0,7.0,WALK_LOC,,,,148,,0out_1in,1,24,2,9
927,81162641,811626410,1979576,1034802,other,non_mandatory,12.0,7.0,WALK,,,,40,,0out_0in,8,3,1,9
928,81164057,811640570,1979611,1034820,eatout,non_mandatory,7.0,9.0,WALK,,,,54,,0out_0in,1,30,2,3
929,81164158,811641580,1979613,1034821,other,non_mandatory,17.0,9.0,WALK_LRF,,,,169,,0out_0in,1,30,2,9
930,81168056,811680560,1979708,1034868,medical,non_mandatory,5.0,20.0,SHARED2FREE,,,,163,,0out_1in,8,5,2,1
932,86307772,863077720,2105067,1081629,other,non_mandatory,24.0,11.0,WALK,,,,60,,0out_0in,1,29,1,9
933,86981894,869818940,2121509,1087110,other,non_mandatory,4.0,8.0,WALK,,,,103,,0out_0in,4,41,1,9
934,86981984,869819840,2121511,1087110,shopping,non_mandatory,25.0,8.0,BIKE,,,,100,,0out_0in,4,57,2,7
935,86982517,869825170,2121524,1087115,shopping,non_mandatory,17.0,8.0,SHARED2FREE,,,,112,,0out_1in,4,53,2,18
936,86982512,869825120,2121524,1087115,medical,non_mandatory,9.0,8.0,WALK,,,,137,,0out_0in,4,53,2,18
937,86982513,869825130,2121524,1087115,medical,non_mandatory,1.0,8.0,WALK_LRF,,,,182,,0out_0in,4,53,2,18
939,86982550,869825500,2121525,1087115,other,non_mandatory,2.0,8.0,WALK,,,,127,,0out_0in,4,59,1,64
940,88510910,885109100,2158802,1099541,medical,non_mandatory,5.0,9.0,DRIVEALONEFREE,,,,162,,0out_0in,1,35,2,1
941,88510948,885109480,2158803,1099541,other,non_mandatory,9.0,9.0,WALK,,,,166,,0out_0in,7,13,2,9
942,88531743,885317430,2159310,1099710,shopping,non_mandatory,12.0,25.0,WALK,,,,87,,0out_0in,4,34,2,7
944,91019946,910199460,2219998,1119939,medical,non_mandatory,9.0,16.0,TNC_SINGLE,,,,147,,0out_0in,7,11,1,1
945,91020435,910204350,2220010,1119943,other,non_mandatory,21.0,16.0,SHARED3FREE,,,,159,,0out_0in,7,10,1,9
946,91023067,910230670,2220074,1119965,shopping,non_mandatory,16.0,16.0,WALK,,,,164,,0out_0in,2,38,1,7
947,91023108,910231080,2220075,1119965,shopping,non_mandatory,16.0,16.0,TAXI,,,,101,,0out_0in,1,37,2,17
948,91023109,910231090,2220075,1119965,shopping,non_mandatory,5.0,16.0,WALK_LOC,,,,184,,0out_0in,1,37,2,17
949,91023141,910231410,2220076,1119965,other,non_mandatory,12.0,16.0,WALK,,,,127,,0out_0in,6,16,1,9
952,91032292,910322920,2220299,1120040,shopping,non_mandatory,16.0,19.0,SHARED2FREE,,,,102,,2out_2in,1,28,2,69
954,92430269,924302690,2254396,1131405,shopping,non_mandatory,15.0,7.0,WALK,,,,180,,0out_0in,1,26,1,7
956,92431655,924316550,2254430,1131417,other,non_mandatory,10.0,7.0,WALK,,,,60,,0out_0in,1,53,1,64
957,92431748,924317480,2254432,1131417,social,non_mandatory,6.0,7.0,WALK,,,,109,,1out_0in,6,17,2,13
958,96565242,965652420,2355249,1152868,shopping,non_mandatory,11.0,10.0,DRIVEALONEFREE,,,,171,,0out_0in,4,53,2,7
960,96565447,965654470,2355254,1152868,shopping,non_mandatory,11.0,10.0,WALK,,,,185,,0out_0in,8,1,1,7
961,96567861,965678610,2355313,1152879,medical,non_mandatory,18.0,20.0,TNC_SINGLE,,,,162,,0out_0in,2,56,2,1
962,96567899,965678990,2355314,1152879,other,non_mandatory,9.0,20.0,WALK,,,,182,,0out_0in,1,24,1,9
963,96567948,965679480,2355315,1152879,shopping,non_mandatory,5.0,20.0,WALK,,,,86,,0out_0in,4,22,2,7
964,96567989,965679890,2355316,1152879,shopping,non_mandatory,11.0,20.0,WALK,,,,173,,0out_1in,4,19,1,7
965,100798528,1007985280,2458500,1173905,medical,non_mandatory,7.0,8.0,WALK,,,,120,,0out_0in,4,40,1,1
970,105236652,1052366520,2566747,1196308,other,non_mandatory,6.0,25.0,WALK,,,,104,,0out_0in,7,6,2,9
971,105237316,1052373160,2566763,1196312,shopping,non_mandatory,16.0,25.0,WALK_LOC,,,,119,,0out_0in,4,47,2,7
972,105238661,1052386610,2566796,1196319,other,non_mandatory,14.0,25.0,WALK,,,,138,,0out_0in,4,48,1,9
973,105238683,1052386830,2566797,1196319,eatout,non_mandatory,6.0,25.0,WALK,,,,89,,0out_0in,4,48,2,3
974,105238743,1052387430,2566798,1196319,other,non_mandatory,12.0,25.0,WALK_LOC,,,,171,,0out_1in,1,23,1,9
975,112603655,1126036550,2746430,1234020,other,non_mandatory,2.0,10.0,TNC_SINGLE,,,,181,,0out_0in,1,55,1,9
976,112603718,1126037180,2746432,1234020,eatout,non_mandatory,12.0,10.0,WALK,,,,173,,0out_0in,7,13,1,3
977,112603786,1126037860,2746433,1234020,shopping,non_mandatory,14.0,10.0,WALK_HVY,,,,176,,0out_0in,7,11,1,7
978,112606566,1126065660,2746501,1234034,other,non_mandatory,11.0,10.0,WALK,,,,72,,0out_0in,7,6,1,9
979,112620815,1126208150,2746849,1234104,eatout,non_mandatory,9.0,10.0,WALK,,,,150,,0out_0in,1,32,1,3
980,112631669,1126316690,2747113,1234158,social,non_mandatory,11.0,11.0,WALK,,,,119,,0out_0in,4,42,2,13
982,112636955,1126369550,2747242,1234184,shopping,non_mandatory,12.0,20.0,WALK,,,,103,,0out_0in,4,26,2,7
983,112637010,1126370100,2747244,1234184,eatout,non_mandatory,9.0,20.0,WALK,,,,172,,0out_0in,4,17,2,3
984,117960887,1179608870,2877094,1259325,shopping,non_mandatory,16.0,9.0,BIKE,,,,124,,0out_0in,2,40,1,17
985,117960888,1179608880,2877094,1259325,shopping,non_mandatory,22.0,9.0,WALK_HVY,,,,163,,0out_0in,2,40,1,17
986,117978222,1179782220,2877517,1259389,other,non_mandatory,18.0,17.0,WALK,,,,145,,0out_0in,2,42,1,9
987,117978345,1179783450,2877520,1259389,other,non_mandatory,9.0,17.0,WALK_LRF,,,,164,,0out_0in,7,14,1,9
988,117978435,1179784350,2877522,1259390,shopping,non_mandatory,5.0,17.0,WALK,,,,180,,0out_0in,1,47,2,7
989,117978476,1179784760,2877523,1259390,shopping,non_mandatory,19.0,17.0,TNC_SINGLE,,,,163,,0out_3in,3,25,2,7
992,117982120,1179821200,2877612,1259403,medical,non_mandatory,9.0,17.0,DRIVEALONEFREE,,,,169,,0out_0in,2,27,1,78
994,117988781,1179887810,2877775,1259428,eatout,non_mandatory,17.0,17.0,WALK,,,,162,,0out_0in,2,21,2,58
995,117988822,1179888220,2877776,1259428,eatout,non_mandatory,4.0,17.0,WALK_LRF,,,,165,,0out_0in,8,1,2,3
